"experiment","age","participant","condition","trial","rating"
"unconstrained","6_years",106,"additive","mo",3
"unconstrained","6_years",106,"additive","mm",20
"unconstrained","6_years",106,"additive","mc",17.25
"unconstrained","6_years",106,"additive","co",20
"unconstrained","6_years",106,"additive","cm",19
"unconstrained","6_years",106,"additive","cc",20
"unconstrained","6_years",109,"additive","oo",0
"unconstrained","6_years",109,"additive","om",2.5
"unconstrained","6_years",109,"additive","oc",17.5
"unconstrained","6_years",109,"additive","mo",4.25
"unconstrained","6_years",109,"additive","mm",12.75
"unconstrained","6_years",109,"additive","mc",16.5
"unconstrained","6_years",109,"additive","co",20
"unconstrained","6_years",109,"additive","cm",18.5
"unconstrained","6_years",109,"additive","cc",20
"unconstrained","6_years",124,"additive","oo",0
"unconstrained","6_years",124,"additive","om",2.5
"unconstrained","6_years",124,"additive","oc",12.25
"unconstrained","6_years",124,"additive","mo",2.5
"unconstrained","6_years",124,"additive","mm",12.75
"unconstrained","6_years",124,"additive","mc",14.75
"unconstrained","6_years",124,"additive","co",12.5
"unconstrained","6_years",124,"additive","cm",15
"unconstrained","6_years",124,"additive","cc",19.75
"unconstrained","6_years",127,"additive","oo",0
"unconstrained","6_years",127,"additive","om",5.5
"unconstrained","6_years",127,"additive","oc",7
"unconstrained","6_years",127,"additive","mo",6.25
"unconstrained","6_years",127,"additive","mm",14.5
"unconstrained","6_years",127,"additive","mc",14.5
"unconstrained","6_years",127,"additive","co",14.5
"unconstrained","6_years",127,"additive","cm",19
"unconstrained","6_years",127,"additive","cc",19.75
"unconstrained","6_years",130,"additive","oo",0
"unconstrained","6_years",130,"additive","om",0.75
"unconstrained","6_years",130,"additive","oc",1.25
"unconstrained","6_years",130,"additive","mo",6.25
"unconstrained","6_years",130,"additive","mm",17.5
"unconstrained","6_years",130,"additive","mc",18
"unconstrained","6_years",130,"additive","co",20
"unconstrained","6_years",130,"additive","cm",20
"unconstrained","6_years",130,"additive","cc",20
"unconstrained","6_years",133,"additive","oo",1
"unconstrained","6_years",133,"additive","om",1.75
"unconstrained","6_years",133,"additive","oc",6.5
"unconstrained","6_years",133,"additive","mo",6.5
"unconstrained","6_years",133,"additive","mm",9.75
"unconstrained","6_years",133,"additive","mc",11.5
"unconstrained","6_years",133,"additive","co",19.25
"unconstrained","6_years",133,"additive","cm",20
"unconstrained","6_years",133,"additive","cc",20
"unconstrained","6_years",134,"additive","oo",0.5
"unconstrained","6_years",134,"additive","om",3.5
"unconstrained","6_years",134,"additive","oc",7
"unconstrained","6_years",134,"additive","mo",10
"unconstrained","6_years",134,"additive","mm",12.5
"unconstrained","6_years",134,"additive","mc",11.75
"unconstrained","6_years",134,"additive","co",18.5
"unconstrained","6_years",134,"additive","cm",19.75
"unconstrained","6_years",134,"additive","cc",20
"unconstrained","6_years",181,"additive","oo",0
"unconstrained","6_years",181,"additive","om",5
"unconstrained","6_years",181,"additive","oc",16
"unconstrained","6_years",181,"additive","mo",6
"unconstrained","6_years",181,"additive","mm",16
"unconstrained","6_years",181,"additive","mc",14.5
"unconstrained","6_years",181,"additive","co",15.5
"unconstrained","6_years",181,"additive","cm",15
"unconstrained","6_years",181,"additive","cc",20
"unconstrained","6_years",184,"additive","oo",0.5
"unconstrained","6_years",184,"additive","om",0
"unconstrained","6_years",184,"additive","oc",20
"unconstrained","6_years",184,"additive","mo",0
"unconstrained","6_years",184,"additive","mm",20
"unconstrained","6_years",184,"additive","mc",20
"unconstrained","6_years",184,"additive","co",20
"unconstrained","6_years",184,"additive","cm",20
"unconstrained","6_years",184,"additive","cc",20
"unconstrained","6_years",187,"additive","oo",0
"unconstrained","6_years",187,"additive","om",1
"unconstrained","6_years",187,"additive","oc",2.5
"unconstrained","6_years",187,"additive","mo",10.5
"unconstrained","6_years",187,"additive","mm",9
"unconstrained","6_years",187,"additive","mc",0
"unconstrained","6_years",187,"additive","co",20
"unconstrained","6_years",187,"additive","cm",20
"unconstrained","6_years",187,"additive","cc",20
"unconstrained","6_years",193,"additive","oo",0
"unconstrained","6_years",193,"additive","om",0
"unconstrained","6_years",193,"additive","oc",20
"unconstrained","6_years",193,"additive","mo",0
"unconstrained","6_years",193,"additive","mm",20
"unconstrained","6_years",193,"additive","mc",20
"unconstrained","6_years",193,"additive","co",20
"unconstrained","6_years",193,"additive","cm",20
"unconstrained","6_years",193,"additive","cc",20
"unconstrained","6_years",195,"additive","oo",2
"unconstrained","6_years",195,"additive","om",3
"unconstrained","6_years",195,"additive","oc",4.5
"unconstrained","6_years",195,"additive","mo",10
"unconstrained","6_years",195,"additive","mm",9
"unconstrained","6_years",195,"additive","mc",14.5
"unconstrained","6_years",195,"additive","co",16
"unconstrained","6_years",195,"additive","cm",18
"unconstrained","6_years",195,"additive","cc",20
"unconstrained","6_years",199,"additive","oo",11
"unconstrained","6_years",199,"additive","om",0.5
"unconstrained","6_years",199,"additive","oc",14.5
"unconstrained","6_years",199,"additive","mo",0.5
"unconstrained","6_years",199,"additive","mm",17.5
"unconstrained","6_years",199,"additive","mc",15
"unconstrained","6_years",199,"additive","co",14
"unconstrained","6_years",199,"additive","cm",15
"unconstrained","6_years",199,"additive","cc",16
"unconstrained","6_years",208,"additive","oo",0
"unconstrained","6_years",208,"additive","om",0.5
"unconstrained","6_years",208,"additive","oc",7.5
"unconstrained","6_years",208,"additive","mo",11.5
"unconstrained","6_years",208,"additive","mm",20
"unconstrained","6_years",208,"additive","mc",11
"unconstrained","6_years",208,"additive","co",14
"unconstrained","6_years",208,"additive","cm",19
"unconstrained","6_years",208,"additive","cc",20
"unconstrained","adults",210,"additive","oo",0
"unconstrained","adults",210,"additive","om",0
"unconstrained","adults",210,"additive","oc",16
"unconstrained","adults",210,"additive","mo",5
"unconstrained","adults",210,"additive","mm",17
"unconstrained","adults",210,"additive","mc",20
"unconstrained","adults",210,"additive","co",20
"unconstrained","adults",210,"additive","cm",20
"unconstrained","adults",210,"additive","cc",20
"unconstrained","adults",213,"additive","oo",0
"unconstrained","adults",213,"additive","om",0
"unconstrained","adults",213,"additive","oc",11
"unconstrained","adults",213,"additive","mo",3.5
"unconstrained","adults",213,"additive","mm",14
"unconstrained","adults",213,"additive","mc",14.5
"unconstrained","adults",213,"additive","co",15.5
"unconstrained","adults",213,"additive","cm",20
"unconstrained","adults",213,"additive","cc",20
"unconstrained","adults",214,"additive","oo",0
"unconstrained","adults",214,"additive","om",0
"unconstrained","adults",214,"additive","oc",12.5
"unconstrained","adults",214,"additive","mo",0
"unconstrained","adults",214,"additive","mm",17
"unconstrained","adults",214,"additive","mc",16
"unconstrained","adults",214,"additive","co",20
"unconstrained","adults",214,"additive","cm",19.5
"unconstrained","adults",214,"additive","cc",20
"unconstrained","adults",217,"additive","oo",1
"unconstrained","adults",217,"additive","om",2.5
"unconstrained","adults",217,"additive","oc",4
"unconstrained","adults",217,"additive","mo",4
"unconstrained","adults",217,"additive","mm",15
"unconstrained","adults",217,"additive","mc",16
"unconstrained","adults",217,"additive","co",19.5
"unconstrained","adults",217,"additive","cm",20
"unconstrained","adults",217,"additive","cc",20
"unconstrained","adults",219,"additive","oo",0
"unconstrained","adults",219,"additive","om",0
"unconstrained","adults",219,"additive","oc",13
"unconstrained","adults",219,"additive","mo",4
"unconstrained","adults",219,"additive","mm",13
"unconstrained","adults",219,"additive","mc",13.5
"unconstrained","adults",219,"additive","co",17.5
"unconstrained","adults",219,"additive","cm",20
"unconstrained","adults",219,"additive","cc",20
"unconstrained","adults",223,"additive","oo",0
"unconstrained","adults",223,"additive","om",0
"unconstrained","adults",223,"additive","oc",13
"unconstrained","adults",223,"additive","mo",0
"unconstrained","adults",223,"additive","mm",15.5
"unconstrained","adults",223,"additive","mc",15
"unconstrained","adults",223,"additive","co",17.5
"unconstrained","adults",223,"additive","cm",17.5
"unconstrained","adults",223,"additive","cc",20
"unconstrained","adults",226,"additive","oo",0
"unconstrained","adults",226,"additive","om",0
"unconstrained","adults",226,"additive","oc",3.5
"unconstrained","adults",226,"additive","mo",8.5
"unconstrained","adults",226,"additive","mm",20
"unconstrained","adults",226,"additive","mc",13.5
"unconstrained","adults",226,"additive","co",20
"unconstrained","adults",226,"additive","cm",19.5
"unconstrained","adults",226,"additive","cc",20
"unconstrained","adults",229,"additive","oo",5
"unconstrained","adults",229,"additive","om",8
"unconstrained","adults",229,"additive","oc",11.5
"unconstrained","adults",229,"additive","mo",9
"unconstrained","adults",229,"additive","mm",12
"unconstrained","adults",229,"additive","mc",12.5
"unconstrained","adults",229,"additive","co",15
"unconstrained","adults",229,"additive","cm",15
"unconstrained","adults",229,"additive","cc",17.5
"unconstrained","adults",232,"additive","oo",1
"unconstrained","adults",232,"additive","om",1
"unconstrained","adults",232,"additive","oc",3
"unconstrained","adults",232,"additive","mo",2
"unconstrained","adults",232,"additive","mm",11
"unconstrained","adults",232,"additive","mc",13
"unconstrained","adults",232,"additive","co",19.5
"unconstrained","adults",232,"additive","cm",20
"unconstrained","adults",232,"additive","cc",20
"unconstrained","adults",235,"additive","oo",2
"unconstrained","adults",235,"additive","om",9.5
"unconstrained","adults",235,"additive","oc",11
"unconstrained","adults",235,"additive","mo",13.5
"unconstrained","adults",235,"additive","mm",14
"unconstrained","adults",235,"additive","mc",16
"unconstrained","adults",235,"additive","co",19.5
"unconstrained","adults",235,"additive","cm",18.5
"unconstrained","adults",235,"additive","cc",20
"unconstrained","adults",240,"additive","oo",1
"unconstrained","adults",240,"additive","om",1
"unconstrained","adults",240,"additive","oc",10.5
"unconstrained","adults",240,"additive","mo",4.5
"unconstrained","adults",240,"additive","mm",10
"unconstrained","adults",240,"additive","mc",13
"unconstrained","adults",240,"additive","co",17
"unconstrained","adults",240,"additive","cm",17.5
"unconstrained","adults",240,"additive","cc",18
"unconstrained","adults",243,"additive","oo",1
"unconstrained","adults",243,"additive","om",2
"unconstrained","adults",243,"additive","oc",13
"unconstrained","adults",243,"additive","mo",5.5
"unconstrained","adults",243,"additive","mm",14
"unconstrained","adults",243,"additive","mc",15
"unconstrained","adults",243,"additive","co",20
"unconstrained","adults",243,"additive","cm",20
"unconstrained","adults",243,"additive","cc",20
"unconstrained","adults",246,"additive","oo",2
"unconstrained","adults",246,"additive","om",6
"unconstrained","adults",246,"additive","oc",8
"unconstrained","adults",246,"additive","mo",10
"unconstrained","adults",246,"additive","mm",16
"unconstrained","adults",246,"additive","mc",16
"unconstrained","adults",246,"additive","co",17.5
"unconstrained","adults",246,"additive","cm",19.5
"unconstrained","adults",246,"additive","cc",20
"unconstrained","adults",249,"additive","oo",2
"unconstrained","adults",249,"additive","om",3
"unconstrained","adults",249,"additive","oc",9
"unconstrained","adults",249,"additive","mo",6
"unconstrained","adults",249,"additive","mm",14
"unconstrained","adults",249,"additive","mc",15
"unconstrained","adults",249,"additive","co",20
"unconstrained","adults",249,"additive","cm",20
"unconstrained","adults",249,"additive","cc",20
"unconstrained","adults",254,"additive","oo",0
"unconstrained","adults",254,"additive","om",0
"unconstrained","adults",254,"additive","oc",20
"unconstrained","adults",254,"additive","mo",0
"unconstrained","adults",254,"additive","mm",20
"unconstrained","adults",254,"additive","mc",20
"unconstrained","adults",254,"additive","co",20
"unconstrained","adults",254,"additive","cm",20
"unconstrained","adults",254,"additive","cc",20
"unconstrained","4_years",112,"conjunctive","oo",0
"unconstrained","4_years",112,"conjunctive","om",5
"unconstrained","4_years",112,"conjunctive","oc",0
"unconstrained","4_years",112,"conjunctive","mo",14.75
"unconstrained","4_years",112,"conjunctive","mm",8.25
"unconstrained","4_years",112,"conjunctive","mc",5.75
"unconstrained","4_years",112,"conjunctive","co",20
"unconstrained","4_years",112,"conjunctive","cm",15.5
"unconstrained","4_years",112,"conjunctive","cc",11.75
"unconstrained","4_years",115,"conjunctive","oo",0.5
"unconstrained","4_years",115,"conjunctive","om",5.5
"unconstrained","4_years",115,"conjunctive","oc",0
"unconstrained","4_years",115,"conjunctive","mo",5.25
"unconstrained","4_years",115,"conjunctive","mm",19
"unconstrained","4_years",115,"conjunctive","mc",10.5
"unconstrained","4_years",115,"conjunctive","co",10.25
"unconstrained","4_years",115,"conjunctive","cm",15
"unconstrained","4_years",115,"conjunctive","cc",20
"unconstrained","4_years",118,"conjunctive","oo",5
"unconstrained","4_years",118,"conjunctive","om",2
"unconstrained","4_years",118,"conjunctive","oc",3
"unconstrained","4_years",118,"conjunctive","mo",9.75
"unconstrained","4_years",118,"conjunctive","mm",11.25
"unconstrained","4_years",118,"conjunctive","mc",10.25
"unconstrained","4_years",118,"conjunctive","co",20
"unconstrained","4_years",118,"conjunctive","cm",20
"unconstrained","4_years",118,"conjunctive","cc",20
"unconstrained","4_years",141,"conjunctive","oo",0
"unconstrained","4_years",141,"conjunctive","om",0
"unconstrained","4_years",141,"conjunctive","oc",5
"unconstrained","4_years",141,"conjunctive","mo",5.75
"unconstrained","4_years",141,"conjunctive","mm",16.5
"unconstrained","4_years",141,"conjunctive","mc",14.25
"unconstrained","4_years",141,"conjunctive","co",11.5
"unconstrained","4_years",141,"conjunctive","cm",20
"unconstrained","4_years",141,"conjunctive","cc",20
"unconstrained","4_years",146,"conjunctive","oo",9
"unconstrained","4_years",146,"conjunctive","om",5.75
"unconstrained","4_years",146,"conjunctive","oc",4
"unconstrained","4_years",146,"conjunctive","mo",5.5
"unconstrained","4_years",146,"conjunctive","mm",17.75
"unconstrained","4_years",146,"conjunctive","mc",7.5
"unconstrained","4_years",146,"conjunctive","co",8
"unconstrained","4_years",146,"conjunctive","cm",8
"unconstrained","4_years",146,"conjunctive","cc",20
"unconstrained","4_years",151,"conjunctive","oo",0
"unconstrained","4_years",151,"conjunctive","om",0
"unconstrained","4_years",151,"conjunctive","oc",0
"unconstrained","4_years",151,"conjunctive","mo",0
"unconstrained","4_years",151,"conjunctive","mm",20
"unconstrained","4_years",151,"conjunctive","mc",20
"unconstrained","4_years",151,"conjunctive","co",20
"unconstrained","4_years",151,"conjunctive","cm",20
"unconstrained","4_years",151,"conjunctive","cc",20
"unconstrained","4_years",152,"conjunctive","oo",0
"unconstrained","4_years",152,"conjunctive","om",1
"unconstrained","4_years",152,"conjunctive","oc",5.75
"unconstrained","4_years",152,"conjunctive","mo",6.25
"unconstrained","4_years",152,"conjunctive","mm",20
"unconstrained","4_years",152,"conjunctive","mc",15
"unconstrained","4_years",152,"conjunctive","co",10.75
"unconstrained","4_years",152,"conjunctive","cm",20
"unconstrained","4_years",152,"conjunctive","cc",20
"unconstrained","4_years",170,"conjunctive","oo",1
"unconstrained","4_years",170,"conjunctive","om",0.5
"unconstrained","4_years",170,"conjunctive","oc",0
"unconstrained","4_years",170,"conjunctive","mo",12.5
"unconstrained","4_years",170,"conjunctive","mm",13
"unconstrained","4_years",170,"conjunctive","mc",15
"unconstrained","4_years",170,"conjunctive","co",20
"unconstrained","4_years",170,"conjunctive","cm",20
"unconstrained","4_years",170,"conjunctive","cc",20
"unconstrained","4_years",173,"conjunctive","oo",1.5
"unconstrained","4_years",173,"conjunctive","om",1
"unconstrained","4_years",173,"conjunctive","oc",1
"unconstrained","4_years",173,"conjunctive","mo",3
"unconstrained","4_years",173,"conjunctive","mm",12
"unconstrained","4_years",173,"conjunctive","mc",6
"unconstrained","4_years",173,"conjunctive","co",15.5
"unconstrained","4_years",173,"conjunctive","cm",12.5
"unconstrained","4_years",173,"conjunctive","cc",20
"unconstrained","4_years",176,"conjunctive","oo",1.5
"unconstrained","4_years",176,"conjunctive","om",4
"unconstrained","4_years",176,"conjunctive","oc",1
"unconstrained","4_years",176,"conjunctive","mo",3.5
"unconstrained","4_years",176,"conjunctive","mm",20
"unconstrained","4_years",176,"conjunctive","mc",17
"unconstrained","4_years",176,"conjunctive","co",5
"unconstrained","4_years",176,"conjunctive","cm",20
"unconstrained","4_years",176,"conjunctive","cc",20
"unconstrained","4_years",179,"conjunctive","oo",5.5
"unconstrained","4_years",179,"conjunctive","om",1
"unconstrained","4_years",179,"conjunctive","oc",10
"unconstrained","4_years",179,"conjunctive","mo",14
"unconstrained","4_years",179,"conjunctive","mm",10.5
"unconstrained","4_years",179,"conjunctive","mc",12
"unconstrained","4_years",179,"conjunctive","co",14.5
"unconstrained","4_years",179,"conjunctive","cm",11.5
"unconstrained","4_years",179,"conjunctive","cc",20
"unconstrained","4_years",191,"conjunctive","oo",0
"unconstrained","4_years",191,"conjunctive","om",1.5
"unconstrained","4_years",191,"conjunctive","oc",0
"unconstrained","4_years",191,"conjunctive","mo",20
"unconstrained","4_years",191,"conjunctive","mm",20
"unconstrained","4_years",191,"conjunctive","mc",18.5
"unconstrained","4_years",191,"conjunctive","co",20
"unconstrained","4_years",191,"conjunctive","cm",20
"unconstrained","4_years",191,"conjunctive","cc",20
"unconstrained","4_years",201,"conjunctive","oo",0
"unconstrained","4_years",201,"conjunctive","om",0
"unconstrained","4_years",201,"conjunctive","oc",0
"unconstrained","4_years",201,"conjunctive","mo",0
"unconstrained","4_years",201,"conjunctive","mm",20
"unconstrained","4_years",201,"conjunctive","mc",20
"unconstrained","4_years",201,"conjunctive","co",0
"unconstrained","4_years",201,"conjunctive","cm",20
"unconstrained","4_years",201,"conjunctive","cc",20
"unconstrained","4_years",204,"conjunctive","oo",0
"unconstrained","4_years",204,"conjunctive","om",0
"unconstrained","4_years",204,"conjunctive","oc",0
"unconstrained","4_years",204,"conjunctive","mo",7.5
"unconstrained","4_years",204,"conjunctive","mm",16
"unconstrained","4_years",204,"conjunctive","mc",12.5
"unconstrained","4_years",204,"conjunctive","co",10
"unconstrained","4_years",204,"conjunctive","cm",20
"unconstrained","4_years",204,"conjunctive","cc",20
"unconstrained","6_years",99,"conjunctive","oo",4.25
"unconstrained","6_years",99,"conjunctive","om",2.5
"unconstrained","6_years",99,"conjunctive","oc",0.5
"unconstrained","6_years",99,"conjunctive","mo",11.75
"unconstrained","6_years",99,"conjunctive","mm",18.5
"unconstrained","6_years",99,"conjunctive","mc",6.5
"unconstrained","6_years",99,"conjunctive","co",19.5
"unconstrained","6_years",99,"conjunctive","cm",13.25
"unconstrained","6_years",99,"conjunctive","cc",19.75
"unconstrained","6_years",104,"conjunctive","oo",0.75
"unconstrained","6_years",104,"conjunctive","om",9.25
"unconstrained","6_years",104,"conjunctive","oc",5
"unconstrained","6_years",104,"conjunctive","mo",7
"unconstrained","6_years",104,"conjunctive","mm",7.5
"unconstrained","6_years",104,"conjunctive","mc",8.25
"unconstrained","6_years",104,"conjunctive","co",12.75
"unconstrained","6_years",104,"conjunctive","cm",9.25
"unconstrained","6_years",104,"conjunctive","cc",20
"unconstrained","6_years",107,"conjunctive","oo",0
"unconstrained","6_years",107,"conjunctive","om",6.5
"unconstrained","6_years",107,"conjunctive","oc",7
"unconstrained","6_years",107,"conjunctive","mo",10.25
"unconstrained","6_years",107,"conjunctive","mm",7
"unconstrained","6_years",107,"conjunctive","mc",11.75
"unconstrained","6_years",107,"conjunctive","co",12
"unconstrained","6_years",107,"conjunctive","cm",13.5
"unconstrained","6_years",107,"conjunctive","cc",20
"unconstrained","6_years",122,"conjunctive","oo",1.5
"unconstrained","6_years",122,"conjunctive","om",5.75
"unconstrained","6_years",122,"conjunctive","oc",1
"unconstrained","6_years",122,"conjunctive","mo",6.75
"unconstrained","6_years",122,"conjunctive","mm",10.75
"unconstrained","6_years",122,"conjunctive","mc",13.25
"unconstrained","6_years",122,"conjunctive","co",19
"unconstrained","6_years",122,"conjunctive","cm",15.75
"unconstrained","6_years",122,"conjunctive","cc",20
"unconstrained","6_years",125,"conjunctive","oo",0
"unconstrained","6_years",125,"conjunctive","om",0
"unconstrained","6_years",125,"conjunctive","oc",0
"unconstrained","6_years",125,"conjunctive","mo",10
"unconstrained","6_years",125,"conjunctive","mm",10
"unconstrained","6_years",125,"conjunctive","mc",10
"unconstrained","6_years",125,"conjunctive","co",17.5
"unconstrained","6_years",125,"conjunctive","cm",20
"unconstrained","6_years",125,"conjunctive","cc",20
"unconstrained","6_years",128,"conjunctive","oo",0
"unconstrained","6_years",128,"conjunctive","om",0
"unconstrained","6_years",128,"conjunctive","oc",0
"unconstrained","6_years",128,"conjunctive","mo",16.25
"unconstrained","6_years",128,"conjunctive","mm",18.5
"unconstrained","6_years",128,"conjunctive","mc",12.25
"unconstrained","6_years",128,"conjunctive","co",19.75
"unconstrained","6_years",128,"conjunctive","cm",20
"unconstrained","6_years",128,"conjunctive","cc",20
"unconstrained","6_years",131,"conjunctive","oo",1
"unconstrained","6_years",131,"conjunctive","om",1.25
"unconstrained","6_years",131,"conjunctive","oc",1.5
"unconstrained","6_years",131,"conjunctive","mo",9.25
"unconstrained","6_years",131,"conjunctive","mm",8.75
"unconstrained","6_years",131,"conjunctive","mc",9
"unconstrained","6_years",131,"conjunctive","co",20
"unconstrained","6_years",131,"conjunctive","cm",20
"unconstrained","6_years",131,"conjunctive","cc",20
"unconstrained","6_years",135,"conjunctive","oo",0
"unconstrained","6_years",135,"conjunctive","om",0.75
"unconstrained","6_years",135,"conjunctive","oc",1.25
"unconstrained","6_years",135,"conjunctive","mo",0.75
"unconstrained","6_years",135,"conjunctive","mm",12.25
"unconstrained","6_years",135,"conjunctive","mc",16.75
"unconstrained","6_years",135,"conjunctive","co",1
"unconstrained","6_years",135,"conjunctive","cm",16.75
"unconstrained","6_years",135,"conjunctive","cc",20
"unconstrained","6_years",136,"conjunctive","oo",0
"unconstrained","6_years",136,"conjunctive","om",0
"unconstrained","6_years",136,"conjunctive","oc",0
"unconstrained","6_years",136,"conjunctive","mo",0.75
"unconstrained","6_years",136,"conjunctive","mm",18.75
"unconstrained","6_years",136,"conjunctive","mc",17.75
"unconstrained","6_years",136,"conjunctive","co",1.25
"unconstrained","6_years",136,"conjunctive","cm",20
"unconstrained","6_years",136,"conjunctive","cc",20
"unconstrained","6_years",182,"conjunctive","oo",0
"unconstrained","6_years",182,"conjunctive","om",0
"unconstrained","6_years",182,"conjunctive","oc",1
"unconstrained","6_years",182,"conjunctive","mo",0
"unconstrained","6_years",182,"conjunctive","mm",13
"unconstrained","6_years",182,"conjunctive","mc",14
"unconstrained","6_years",182,"conjunctive","co",5
"unconstrained","6_years",182,"conjunctive","cm",18
"unconstrained","6_years",182,"conjunctive","cc",20
"unconstrained","6_years",185,"conjunctive","oo",0
"unconstrained","6_years",185,"conjunctive","om",1.5
"unconstrained","6_years",185,"conjunctive","oc",2
"unconstrained","6_years",185,"conjunctive","mo",9.5
"unconstrained","6_years",185,"conjunctive","mm",12
"unconstrained","6_years",185,"conjunctive","mc",11.5
"unconstrained","6_years",185,"conjunctive","co",19.5
"unconstrained","6_years",185,"conjunctive","cm",18.5
"unconstrained","6_years",185,"conjunctive","cc",20
"unconstrained","6_years",188,"conjunctive","oo",0.5
"unconstrained","6_years",188,"conjunctive","om",0
"unconstrained","6_years",188,"conjunctive","oc",0
"unconstrained","6_years",188,"conjunctive","mo",20
"unconstrained","6_years",188,"conjunctive","mm",20
"unconstrained","6_years",188,"conjunctive","mc",20
"unconstrained","6_years",188,"conjunctive","co",20
"unconstrained","6_years",188,"conjunctive","cm",20
"unconstrained","6_years",188,"conjunctive","cc",20
"unconstrained","6_years",194,"conjunctive","oo",0
"unconstrained","6_years",194,"conjunctive","om",0
"unconstrained","6_years",194,"conjunctive","oc",0
"unconstrained","6_years",194,"conjunctive","mo",16.5
"unconstrained","6_years",194,"conjunctive","mm",16
"unconstrained","6_years",194,"conjunctive","mc",16
"unconstrained","6_years",194,"conjunctive","co",20
"unconstrained","6_years",194,"conjunctive","cm",20
"unconstrained","6_years",194,"conjunctive","cc",20
"unconstrained","6_years",197,"conjunctive","oo",0
"unconstrained","6_years",197,"conjunctive","om",0
"unconstrained","6_years",197,"conjunctive","oc",0
"unconstrained","6_years",197,"conjunctive","mo",0
"unconstrained","6_years",197,"conjunctive","mm",20
"unconstrained","6_years",197,"conjunctive","mc",20
"unconstrained","6_years",197,"conjunctive","co",0
"unconstrained","6_years",197,"conjunctive","cm",20
"unconstrained","6_years",197,"conjunctive","cc",20
"unconstrained","6_years",206,"conjunctive","oo",2
"unconstrained","6_years",206,"conjunctive","om",6.5
"unconstrained","6_years",206,"conjunctive","oc",4.5
"unconstrained","6_years",206,"conjunctive","mo",14
"unconstrained","6_years",206,"conjunctive","mm",18
"unconstrained","6_years",206,"conjunctive","mc",18.5
"unconstrained","6_years",206,"conjunctive","co",15
"unconstrained","6_years",206,"conjunctive","cm",20
"unconstrained","6_years",206,"conjunctive","cc",20
"unconstrained","adults",211,"conjunctive","oo",0
"unconstrained","adults",211,"conjunctive","om",0
"unconstrained","adults",211,"conjunctive","oc",0
"unconstrained","adults",211,"conjunctive","mo",15.5
"unconstrained","adults",211,"conjunctive","mm",15
"unconstrained","adults",211,"conjunctive","mc",15
"unconstrained","adults",211,"conjunctive","co",20
"unconstrained","adults",211,"conjunctive","cm",20
"unconstrained","adults",211,"conjunctive","cc",20
"unconstrained","adults",215,"conjunctive","oo",0
"unconstrained","adults",215,"conjunctive","om",0
"unconstrained","adults",215,"conjunctive","oc",0
"unconstrained","adults",215,"conjunctive","mo",9.5
"unconstrained","adults",215,"conjunctive","mm",12
"unconstrained","adults",215,"conjunctive","mc",14.5
"unconstrained","adults",215,"conjunctive","co",14.5
"unconstrained","adults",215,"conjunctive","cm",20
"unconstrained","adults",215,"conjunctive","cc",20
"unconstrained","adults",218,"conjunctive","oo",0
"unconstrained","adults",218,"conjunctive","om",0
"unconstrained","adults",218,"conjunctive","oc",0
"unconstrained","adults",218,"conjunctive","mo",9.5
"unconstrained","adults",218,"conjunctive","mm",15
"unconstrained","adults",218,"conjunctive","mc",14.5
"unconstrained","adults",218,"conjunctive","co",11
"unconstrained","adults",218,"conjunctive","cm",20
"unconstrained","adults",218,"conjunctive","cc",20
"unconstrained","adults",221,"conjunctive","oo",0.5
"unconstrained","adults",221,"conjunctive","om",0.5
"unconstrained","adults",221,"conjunctive","oc",0.5
"unconstrained","adults",221,"conjunctive","mo",14.5
"unconstrained","adults",221,"conjunctive","mm",14
"unconstrained","adults",221,"conjunctive","mc",14.5
"unconstrained","adults",221,"conjunctive","co",18.5
"unconstrained","adults",221,"conjunctive","cm",19.5
"unconstrained","adults",221,"conjunctive","cc",19
"unconstrained","adults",224,"conjunctive","oo",2
"unconstrained","adults",224,"conjunctive","om",3.5
"unconstrained","adults",224,"conjunctive","oc",4
"unconstrained","adults",224,"conjunctive","mo",3.5
"unconstrained","adults",224,"conjunctive","mm",10
"unconstrained","adults",224,"conjunctive","mc",10
"unconstrained","adults",224,"conjunctive","co",4
"unconstrained","adults",224,"conjunctive","cm",10
"unconstrained","adults",224,"conjunctive","cc",19
"unconstrained","adults",227,"conjunctive","oo",3
"unconstrained","adults",227,"conjunctive","om",6.5
"unconstrained","adults",227,"conjunctive","oc",5.5
"unconstrained","adults",227,"conjunctive","mo",13.5
"unconstrained","adults",227,"conjunctive","mm",13
"unconstrained","adults",227,"conjunctive","mc",14
"unconstrained","adults",227,"conjunctive","co",17
"unconstrained","adults",227,"conjunctive","cm",14
"unconstrained","adults",227,"conjunctive","cc",20
"unconstrained","adults",230,"conjunctive","oo",1
"unconstrained","adults",230,"conjunctive","om",1.5
"unconstrained","adults",230,"conjunctive","oc",2
"unconstrained","adults",230,"conjunctive","mo",11.5
"unconstrained","adults",230,"conjunctive","mm",18
"unconstrained","adults",230,"conjunctive","mc",17.5
"unconstrained","adults",230,"conjunctive","co",10.5
"unconstrained","adults",230,"conjunctive","cm",20
"unconstrained","adults",230,"conjunctive","cc",20
"unconstrained","adults",233,"conjunctive","oo",0
"unconstrained","adults",233,"conjunctive","om",0
"unconstrained","adults",233,"conjunctive","oc",0
"unconstrained","adults",233,"conjunctive","mo",0
"unconstrained","adults",233,"conjunctive","mm",18
