"experiment","age","participant","condition","trial","rating"
"constrained","adults",7,"conjunctive","oc",4.5
"constrained","adults",7,"conjunctive","mo",4.5
"constrained","adults",7,"conjunctive","mm",15.5
"constrained","adults",7,"conjunctive","mc",14.5
"constrained","adults",7,"conjunctive","co",6.25
"constrained","adults",7,"conjunctive","cm",18.25
"constrained","adults",7,"conjunctive","cc",20
"constrained","adults",8,"conjunctive","oo",3
"constrained","adults",8,"conjunctive","om",3
"constrained","adults",8,"conjunctive","oc",2.5
"constrained","adults",8,"conjunctive","mo",7.75
"constrained","adults",8,"conjunctive","mm",17
"constrained","adults",8,"conjunctive","mc",17.25
"constrained","adults",8,"conjunctive","co",5
"constrained","adults",8,"conjunctive","cm",19.75
"constrained","adults",8,"conjunctive","cc",20
"constrained","adults",9,"conjunctive","oo",0
"constrained","adults",9,"conjunctive","om",0
"constrained","adults",9,"conjunctive","oc",0
"constrained","adults",9,"conjunctive","mo",0
"constrained","adults",9,"conjunctive","mm",20
"constrained","adults",9,"conjunctive","mc",20
"constrained","adults",9,"conjunctive","co",0
"constrained","adults",9,"conjunctive","cm",20
"constrained","adults",9,"conjunctive","cc",20
"constrained","adults",10,"conjunctive","oo",0
"constrained","adults",10,"conjunctive","om",0
"constrained","adults",10,"conjunctive","oc",2.5
"constrained","adults",10,"conjunctive","mo",5
"constrained","adults",10,"conjunctive","mm",20
"constrained","adults",10,"conjunctive","mc",20
"constrained","adults",10,"conjunctive","co",2.5
"constrained","adults",10,"conjunctive","cm",20
"constrained","adults",10,"conjunctive","cc",20
"constrained","adults",11,"conjunctive","oo",2.5
"constrained","adults",11,"conjunctive","om",1.25
"constrained","adults",11,"conjunctive","oc",0
"constrained","adults",11,"conjunctive","mo",8
"constrained","adults",11,"conjunctive","mm",13.5
"constrained","adults",11,"conjunctive","mc",13
"constrained","adults",11,"conjunctive","co",7.25
"constrained","adults",11,"conjunctive","cm",20
"constrained","adults",11,"conjunctive","cc",17
"constrained","adults",154,"conjunctive","oo",1.5
"constrained","adults",154,"conjunctive","om",2.5
"constrained","adults",154,"conjunctive","oc",2.75
"constrained","adults",154,"conjunctive","mo",5.25
"constrained","adults",154,"conjunctive","mm",15
"constrained","adults",154,"conjunctive","mc",16.5
"constrained","adults",154,"conjunctive","co",7.5
"constrained","adults",154,"conjunctive","cm",19.75
"constrained","adults",154,"conjunctive","cc",20
"constrained","adults",157,"conjunctive","oo",0
"constrained","adults",157,"conjunctive","om",3.5
"constrained","adults",157,"conjunctive","oc",2.25
"constrained","adults",157,"conjunctive","mo",6.75
"constrained","adults",157,"conjunctive","mm",16.25
"constrained","adults",157,"conjunctive","mc",17.25
"constrained","adults",157,"conjunctive","co",8
"constrained","adults",157,"conjunctive","cm",19
"constrained","adults",157,"conjunctive","cc",20
"constrained","adults",160,"conjunctive","oo",0.75
"constrained","adults",160,"conjunctive","om",0
"constrained","adults",160,"conjunctive","oc",1.75
"constrained","adults",160,"conjunctive","mo",3.5
"constrained","adults",160,"conjunctive","mm",15.5
"constrained","adults",160,"conjunctive","mc",15.5
"constrained","adults",160,"conjunctive","co",5.25
"constrained","adults",160,"conjunctive","cm",20
"constrained","adults",160,"conjunctive","cc",20
"constrained","adults",163,"conjunctive","oo",0.5
"constrained","adults",163,"conjunctive","om",0
"constrained","adults",163,"conjunctive","oc",0
"constrained","adults",163,"conjunctive","mo",3.5
"constrained","adults",163,"conjunctive","mm",15
"constrained","adults",163,"conjunctive","mc",14.75
"constrained","adults",163,"conjunctive","co",6.5
"constrained","adults",163,"conjunctive","cm",19.75
"constrained","adults",163,"conjunctive","cc",20
"constrained","adults",166,"conjunctive","oo",4
"constrained","adults",166,"conjunctive","om",5
"constrained","adults",166,"conjunctive","oc",2.5
"constrained","adults",166,"conjunctive","mo",5
"constrained","adults",166,"conjunctive","mm",12.5
"constrained","adults",166,"conjunctive","mc",14.25
"constrained","adults",166,"conjunctive","co",10
"constrained","adults",166,"conjunctive","cm",14.75
"constrained","adults",166,"conjunctive","cc",18.25
"constrained","4_years",52,"disjunctive","oo",0.5
"constrained","4_years",52,"disjunctive","om",1
"constrained","4_years",52,"disjunctive","oc",11
"constrained","4_years",52,"disjunctive","mo",4.25
"constrained","4_years",52,"disjunctive","mm",3.5
"constrained","4_years",52,"disjunctive","mc",13.25
"constrained","4_years",52,"disjunctive","co",20
"constrained","4_years",52,"disjunctive","cm",19.75
"constrained","4_years",52,"disjunctive","cc",17.5
"constrained","4_years",53,"disjunctive","oo",0
"constrained","4_years",53,"disjunctive","om",0
"constrained","4_years",53,"disjunctive","oc",20
"constrained","4_years",53,"disjunctive","mo",0
"constrained","4_years",53,"disjunctive","mm",0
"constrained","4_years",53,"disjunctive","mc",20
"constrained","4_years",53,"disjunctive","co",20
"constrained","4_years",53,"disjunctive","cm",20
"constrained","4_years",53,"disjunctive","cc",20
"constrained","4_years",54,"disjunctive","oo",0
"constrained","4_years",54,"disjunctive","om",0.25
"constrained","4_years",54,"disjunctive","oc",15
"constrained","4_years",54,"disjunctive","mo",2
"constrained","4_years",54,"disjunctive","mm",2
"constrained","4_years",54,"disjunctive","mc",17
"constrained","4_years",54,"disjunctive","co",20
"constrained","4_years",54,"disjunctive","cm",20
"constrained","4_years",54,"disjunctive","cc",20
"constrained","4_years",55,"disjunctive","oo",0.5
"constrained","4_years",55,"disjunctive","om",2.5
"constrained","4_years",55,"disjunctive","oc",11.25
"constrained","4_years",55,"disjunctive","mo",7.5
"constrained","4_years",55,"disjunctive","mm",5.5
"constrained","4_years",55,"disjunctive","mc",12.5
"constrained","4_years",55,"disjunctive","co",20
"constrained","4_years",55,"disjunctive","cm",20
"constrained","4_years",55,"disjunctive","cc",20
"constrained","4_years",56,"disjunctive","oo",0
"constrained","4_years",56,"disjunctive","om",0
"constrained","4_years",56,"disjunctive","oc",17.5
"constrained","4_years",56,"disjunctive","mo",1.5
"constrained","4_years",56,"disjunctive","mm",1
"constrained","4_years",56,"disjunctive","mc",20
"constrained","4_years",56,"disjunctive","co",20
"constrained","4_years",56,"disjunctive","cm",20
"constrained","4_years",56,"disjunctive","cc",20
"constrained","4_years",72,"disjunctive","oo",2.5
"constrained","4_years",72,"disjunctive","om",0
"constrained","4_years",72,"disjunctive","oc",17.5
"constrained","4_years",72,"disjunctive","mo",10
"constrained","4_years",72,"disjunctive","mm",5
"constrained","4_years",72,"disjunctive","mc",18
"constrained","4_years",72,"disjunctive","co",17.5
"constrained","4_years",72,"disjunctive","cm",20
"constrained","4_years",72,"disjunctive","cc",18.25
"constrained","4_years",77,"disjunctive","oo",0
"constrained","4_years",77,"disjunctive","om",0.25
"constrained","4_years",77,"disjunctive","oc",15.75
"constrained","4_years",77,"disjunctive","mo",5.5
"constrained","4_years",77,"disjunctive","mm",1.25
"constrained","4_years",77,"disjunctive","mc",14.5
"constrained","4_years",77,"disjunctive","co",20
"constrained","4_years",77,"disjunctive","cm",20
"constrained","4_years",77,"disjunctive","cc",18.25
"constrained","4_years",79,"disjunctive","oo",3.75
"constrained","4_years",79,"disjunctive","om",4
"constrained","4_years",79,"disjunctive","oc",15
"constrained","4_years",79,"disjunctive","mo",6
"constrained","4_years",79,"disjunctive","mm",4
"constrained","4_years",79,"disjunctive","mc",18.5
"constrained","4_years",79,"disjunctive","co",19.5
"constrained","4_years",79,"disjunctive","cm",19.75
"constrained","4_years",79,"disjunctive","cc",20
"constrained","4_years",82,"disjunctive","oo",0
"constrained","4_years",82,"disjunctive","om",0
"constrained","4_years",82,"disjunctive","oc",20
"constrained","4_years",82,"disjunctive","mo",4
"constrained","4_years",82,"disjunctive","mm",2.5
"constrained","4_years",82,"disjunctive","mc",20
"constrained","4_years",82,"disjunctive","co",20
"constrained","4_years",82,"disjunctive","cm",20
"constrained","4_years",82,"disjunctive","cc",20
"constrained","4_years",84,"disjunctive","oo",4.25
"constrained","4_years",84,"disjunctive","om",4.5
"constrained","4_years",84,"disjunctive","oc",14.75
"constrained","4_years",84,"disjunctive","mo",5.5
"constrained","4_years",84,"disjunctive","mm",7.25
"constrained","4_years",84,"disjunctive","mc",15.5
"constrained","4_years",84,"disjunctive","co",19.25
"constrained","4_years",84,"disjunctive","cm",17.25
"constrained","4_years",84,"disjunctive","cc",19.75
"constrained","4_years",92,"disjunctive","oo",1.75
"constrained","4_years",92,"disjunctive","om",4.75
"constrained","4_years",92,"disjunctive","oc",15.75
"constrained","4_years",92,"disjunctive","mo",3
"constrained","4_years",92,"disjunctive","mm",6.25
"constrained","4_years",92,"disjunctive","mc",14.5
"constrained","4_years",92,"disjunctive","co",17.75
"constrained","4_years",92,"disjunctive","cm",18.75
"constrained","4_years",92,"disjunctive","cc",16.5
"constrained","4_years",96,"disjunctive","oo",2.25
"constrained","4_years",96,"disjunctive","om",3
"constrained","4_years",96,"disjunctive","oc",14.75
"constrained","4_years",96,"disjunctive","mo",6.25
"constrained","4_years",96,"disjunctive","mm",3
"constrained","4_years",96,"disjunctive","mc",13
"constrained","4_years",96,"disjunctive","co",19.75
"constrained","4_years",96,"disjunctive","cm",18.5
"constrained","4_years",96,"disjunctive","cc",20
"constrained","4_years",139,"disjunctive","oo",2.75
"constrained","4_years",139,"disjunctive","om",1.75
"constrained","4_years",139,"disjunctive","oc",18.75
"constrained","4_years",139,"disjunctive","mo",4.25
"constrained","4_years",139,"disjunctive","mm",4
"constrained","4_years",139,"disjunctive","mc",16.75
"constrained","4_years",139,"disjunctive","co",20
"constrained","4_years",139,"disjunctive","cm",20
"constrained","4_years",139,"disjunctive","cc",20
"constrained","6_years",33,"disjunctive","oo",0.25
"constrained","6_years",33,"disjunctive","om",0.25
"constrained","6_years",33,"disjunctive","oc",14.5
"constrained","6_years",33,"disjunctive","mo",0.25
"constrained","6_years",33,"disjunctive","mm",0.5
"constrained","6_years",33,"disjunctive","mc",13.5
"constrained","6_years",33,"disjunctive","co",18.5
"constrained","6_years",33,"disjunctive","cm",18.5
"constrained","6_years",33,"disjunctive","cc",20
"constrained","6_years",34,"disjunctive","oo",0
"constrained","6_years",34,"disjunctive","om",3.5
"constrained","6_years",34,"disjunctive","oc",11.25
"constrained","6_years",34,"disjunctive","mo",4
"constrained","6_years",34,"disjunctive","mm",7.75
"constrained","6_years",34,"disjunctive","mc",12
"constrained","6_years",34,"disjunctive","co",16
"constrained","6_years",34,"disjunctive","cm",18
"constrained","6_years",34,"disjunctive","cc",20
"constrained","6_years",35,"disjunctive","oo",0.25
"constrained","6_years",35,"disjunctive","om",0.25
"constrained","6_years",35,"disjunctive","oc",14.5
"constrained","6_years",35,"disjunctive","mo",0.25
"constrained","6_years",35,"disjunctive","mm",0.5
"constrained","6_years",35,"disjunctive","mc",13.5
"constrained","6_years",35,"disjunctive","co",18.5
"constrained","6_years",35,"disjunctive","cm",18.5
"constrained","6_years",35,"disjunctive","cc",20
"constrained","6_years",36,"disjunctive","oo",0
"constrained","6_years",36,"disjunctive","om",3.5
"constrained","6_years",36,"disjunctive","oc",11.25
"constrained","6_years",36,"disjunctive","mo",4
"constrained","6_years",36,"disjunctive","mm",7.75
"constrained","6_years",36,"disjunctive","mc",12
"constrained","6_years",36,"disjunctive","co",16
"constrained","6_years",36,"disjunctive","cm",18
"constrained","6_years",36,"disjunctive","cc",20
"constrained","6_years",37,"disjunctive","oo",0
"constrained","6_years",37,"disjunctive","om",0.75
"constrained","6_years",37,"disjunctive","oc",10
"constrained","6_years",37,"disjunctive","mo",1
"constrained","6_years",37,"disjunctive","mm",0.5
"constrained","6_years",37,"disjunctive","mc",12.5
"constrained","6_years",37,"disjunctive","co",16.5
"constrained","6_years",37,"disjunctive","cm",17.5
"constrained","6_years",37,"disjunctive","cc",20
"constrained","6_years",38,"disjunctive","oo",1.75
"constrained","6_years",38,"disjunctive","om",1
"constrained","6_years",38,"disjunctive","oc",11.25
"constrained","6_years",38,"disjunctive","mo",0
"constrained","6_years",38,"disjunctive","mm",6.25
"constrained","6_years",38,"disjunctive","mc",14
"constrained","6_years",38,"disjunctive","co",19.5
"constrained","6_years",38,"disjunctive","cm",19.5
"constrained","6_years",38,"disjunctive","cc",18.5
"constrained","6_years",39,"disjunctive","oo",1.75
"constrained","6_years",39,"disjunctive","om",1
"constrained","6_years",39,"disjunctive","oc",11.25
"constrained","6_years",39,"disjunctive","mo",0
"constrained","6_years",39,"disjunctive","mm",6.25
"constrained","6_years",39,"disjunctive","mc",14
"constrained","6_years",39,"disjunctive","co",19.5
"constrained","6_years",39,"disjunctive","cm",19.5
"constrained","6_years",39,"disjunctive","cc",18.5
"constrained","6_years",59,"disjunctive","oo",3
"constrained","6_years",59,"disjunctive","om",2.75
"constrained","6_years",59,"disjunctive","oc",15
"constrained","6_years",59,"disjunctive","mo",3
"constrained","6_years",59,"disjunctive","mm",0
"constrained","6_years",59,"disjunctive","mc",16.75
"constrained","6_years",59,"disjunctive","co",20
"constrained","6_years",59,"disjunctive","cm",20
"constrained","6_years",59,"disjunctive","cc",20
"constrained","6_years",62,"disjunctive","oo",0.5
"constrained","6_years",62,"disjunctive","om",0.25
"constrained","6_years",62,"disjunctive","oc",11
"constrained","6_years",62,"disjunctive","mo",7.5
"constrained","6_years",62,"disjunctive","mm",7
"constrained","6_years",62,"disjunctive","mc",10.5
"constrained","6_years",62,"disjunctive","co",20
"constrained","6_years",62,"disjunctive","cm",19.75
"constrained","6_years",62,"disjunctive","cc",18.5
"constrained","6_years",65,"disjunctive","oo",3
"constrained","6_years",65,"disjunctive","om",2.5
"constrained","6_years",65,"disjunctive","oc",13.25
"constrained","6_years",65,"disjunctive","mo",6.5
"constrained","6_years",65,"disjunctive","mm",4.5
"constrained","6_years",65,"disjunctive","mc",16.5
"constrained","6_years",65,"disjunctive","co",20
"constrained","6_years",65,"disjunctive","cm",20
"constrained","6_years",65,"disjunctive","cc",20
"constrained","6_years",68,"disjunctive","oo",0
"constrained","6_years",68,"disjunctive","om",0.75
"constrained","6_years",68,"disjunctive","oc",15.75
"constrained","6_years",68,"disjunctive","mo",1.25
"constrained","6_years",68,"disjunctive","mm",4.25
"constrained","6_years",68,"disjunctive","mc",15.25
"constrained","6_years",68,"disjunctive","co",20
"constrained","6_years",68,"disjunctive","cm",19.5
"constrained","6_years",68,"disjunctive","cc",20
"constrained","6_years",87,"disjunctive","oo",0.5
"constrained","6_years",87,"disjunctive","om",5
"constrained","6_years",87,"disjunctive","oc",10
"constrained","6_years",87,"disjunctive","mo",6.25
"constrained","6_years",87,"disjunctive","mm",10
"constrained","6_years",87,"disjunctive","mc",14.5
"constrained","6_years",87,"disjunctive","co",19.75
"constrained","6_years",87,"disjunctive","cm",19
"constrained","6_years",87,"disjunctive","cc",17
"constrained","6_years",90,"disjunctive","oo",2.75
"constrained","6_years",90,"disjunctive","om",0.25
"constrained","6_years",90,"disjunctive","oc",20
"constrained","6_years",90,"disjunctive","mo",1
"constrained","6_years",90,"disjunctive","mm",1.5
"constrained","6_years",90,"disjunctive","mc",19.75
"constrained","6_years",90,"disjunctive","co",20
"constrained","6_years",90,"disjunctive","cm",20
"constrained","6_years",90,"disjunctive","cc",17.75
"constrained","6_years",102,"disjunctive","oo",0.25
"constrained","6_years",102,"disjunctive","om",4.75
"constrained","6_years",102,"disjunctive","oc",11.75
"constrained","6_years",102,"disjunctive","mo",3.75
"constrained","6_years",102,"disjunctive","mm",1
"constrained","6_years",102,"disjunctive","mc",11.5
"constrained","6_years",102,"disjunctive","co",13.75
"constrained","6_years",102,"disjunctive","cm",15
"constrained","6_years",102,"disjunctive","cc",20
"constrained","adults",12,"disjunctive","oo",3
"constrained","adults",12,"disjunctive","om",4.75
"constrained","adults",12,"disjunctive","oc",14.75
"constrained","adults",12,"disjunctive","mo",3.5
"constrained","adults",12,"disjunctive","mm",5
"constrained","adults",12,"disjunctive","mc",14.5
"constrained","adults",12,"disjunctive","co",13.75
"constrained","adults",12,"disjunctive","cm",14.5
"constrained","adults",12,"disjunctive","cc",18.25
"constrained","adults",13,"disjunctive","oo",6.5
"constrained","adults",13,"disjunctive","om",8
"constrained","adults",13,"disjunctive","oc",10
"constrained","adults",13,"disjunctive","mo",9.25
"constrained","adults",13,"disjunctive","mm",7.25
"constrained","adults",13,"disjunctive","mc",12.75
"constrained","adults",13,"disjunctive","co",20
"constrained","adults",13,"disjunctive","cm",17.75
"constrained","adults",13,"disjunctive","cc",20
"constrained","adults",14,"disjunctive","oo",9.25
"constrained","adults",14,"disjunctive","om",8
"constrained","adults",14,"disjunctive","oc",11
"constrained","adults",14,"disjunctive","mo",9.25
"constrained","adults",14,"disjunctive","mm",9
"constrained","adults",14,"disjunctive","mc",11.5
"constrained","adults",14,"disjunctive","co",14.25
"constrained","adults",14,"disjunctive","cm",14
"constrained","adults",14,"disjunctive","cc",11.75
"constrained","adults",15,"disjunctive","oo",3
"constrained","adults",15,"disjunctive","om",1.25
"constrained","adults",15,"disjunctive","oc",12.25
"constrained","adults",15,"disjunctive","mo",5.5
"constrained","adults",15,"disjunctive","mm",5.5
"constrained","adults",15,"disjunctive","mc",16
"constrained","adults",15,"disjunctive","co",19.75
"constrained","adults",15,"disjunctive","cm",20
"constrained","adults",15,"disjunctive","cc",20
"constrained","adults",16,"disjunctive","oo",0
"constrained","adults",16,"disjunctive","om",0.25
"constrained","adults",16,"disjunctive","oc",10
"constrained","adults",16,"disjunctive","mo",5
"constrained","adults",16,"disjunctive","mm",1.5
"constrained","adults",16,"disjunctive","mc",13.5
"constrained","adults",16,"disjunctive","co",19.75
"constrained","adults",16,"disjunctive","cm",20
"constrained","adults",16,"disjunctive","cc",20
"constrained","adults",17,"disjunctive","oo",0
"constrained","adults",17,"disjunctive","om",0.25
"constrained","adults",17,"disjunctive","oc",10.75
"constrained","adults",17,"disjunctive","mo",6.75
"constrained","adults",17,"disjunctive","mm",6.5
"constrained","adults",17,"disjunctive","mc",12.5
"constrained","adults",17,"disjunctive","co",19.75
"constrained","adults",17,"disjunctive","cm",18.5
"constrained","adults",17,"disjunctive","cc",19.75
"constrained","adults",18,"disjunctive","oo",6.5
"constrained","adults",18,"disjunctive","om",5.25
"constrained","adults",18,"disjunctive","oc",12.5
"constrained","adults",18,"disjunctive","mo",8.5
"constrained","adults",18,"disjunctive","mm",8
"constrained","adults",18,"disjunctive","mc",15
"constrained","adults",18,"disjunctive","co",19.25
"constrained","adults",18,"disjunctive","cm",16.75
"constrained","adults",18,"disjunctive","cc",20
"constrained","adults",155,"disjunctive","oo",0.75
"constrained","adults",155,"disjunctive","om",0
"constrained","adults",155,"disjunctive","oc",10
"constrained","adults",155,"disjunctive","mo",0
"constrained","adults",155,"disjunctive","mm",0
"constrained","adults",155,"disjunctive","mc",10
"constrained","adults",155,"disjunctive","co",20
"constrained","adults",155,"disjunctive","cm",20
"constrained","adults",155,"disjunctive","cc",20
"constrained","adults",158,"disjunctive","oo",1.5
"constrained","adults",158,"disjunctive","om",3
"constrained","adults",158,"disjunctive","oc",13.5
"constrained","adults",158,"disjunctive","mo",6
"constrained","adults",158,"disjunctive","mm",5.25
"constrained","adults",158,"disjunctive","mc",17
"constrained","adults",158,"disjunctive","co",20
"constrained","adults",158,"disjunctive","cm",20
"constrained","adults",158,"disjunctive","cc",20
"constrained","adults",161,"disjunctive","oo",0.75
"constrained","adults",161,"disjunctive","om",0
"constrained","adults",161,"disjunctive","oc",20
"constrained","adults",161,"disjunctive","mo",0
"constrained","adults",161,"disjunctive","mm",0
"constrained","adults",161,"disjunctive","mc",20
"constrained","adults",161,"disjunctive","co",20
"constrained","adults",161,"disjunctive","cm",20
"constrained","adults",161,"disjunctive","cc",20
"constrained","adults",164,"disjunctive","oo",1
"constrained","adults",164,"disjunctive","om",0
"constrained","adults",164,"disjunctive","oc",16
"constrained","adults",164,"disjunctive","mo",0
"constrained","adults",164,"disjunctive","mm",0
"constrained","adults",164,"disjunctive","mc",17
"constrained","adults",164,"disjunctive","co",16
"constrained","adults",164,"disjunctive","cm",17
"constrained","adults",164,"disjunctive","cc",20
"constrained","adults",167,"disjunctive","oo",4.25
"constrained","adults",167,"disjunctive","om",7
"constrained","adults",167,"disjunctive","oc",11
"constrained","adults",167,"disjunctive","mo",8.75
"constrained","adults",167,"disjunctive","mm",9
"constrained","adults",167,"disjunctive","mc",11
"constrained","adults",167,"disjunctive","co",19.75
"constrained","adults",167,"disjunctive","cm",19.75
"constrained","adults",167,"disjunctive","cc",20
"unconstrained","4_years",111,"additive","oo",3
"unconstrained","4_years",111,"additive","om",8.75
"unconstrained","4_years",111,"additive","oc",3.5
"unconstrained","4_years",111,"additive","mo",12
"unconstrained","4_years",111,"additive","mm",11.75
"unconstrained","4_years",111,"additive","mc",8.5
"unconstrained","4_years",111,"additive","co",8
"unconstrained","4_years",111,"additive","cm",10.5
"unconstrained","4_years",111,"additive","cc",13.25
"unconstrained","4_years",114,"additive","oo",10
"unconstrained","4_years",114,"additive","om",5.25
"unconstrained","4_years",114,"additive","oc",8.25
"unconstrained","4_years",114,"additive","mo",13.5
"unconstrained","4_years",114,"additive","mm",13.5
"unconstrained","4_years",114,"additive","mc",10.75
"unconstrained","4_years",114,"additive","co",18.75
"unconstrained","4_years",114,"additive","cm",14.5
"unconstrained","4_years",114,"additive","cc",10
"unconstrained","4_years",117,"additive","oo",0.25
"unconstrained","4_years",117,"additive","om",0
"unconstrained","4_years",117,"additive","oc",20
"unconstrained","4_years",117,"additive","mo",0
"unconstrained","4_years",117,"additive","mm",20
"unconstrained","4_years",117,"additive","mc",20
"unconstrained","4_years",117,"additive","co",20
"unconstrained","4_years",117,"additive","cm",20
"unconstrained","4_years",117,"additive","cc",20
"unconstrained","4_years",120,"additive","oo",0.5
"unconstrained","4_years",120,"additive","om",6.25
"unconstrained","4_years",120,"additive","oc",6.75
"unconstrained","4_years",120,"additive","mo",11.75
"unconstrained","4_years",120,"additive","mm",10.75
"unconstrained","4_years",120,"additive","mc",2
"unconstrained","4_years",120,"additive","co",19.25
"unconstrained","4_years",120,"additive","cm",20
"unconstrained","4_years",120,"additive","cc",20
"unconstrained","4_years",140,"additive","oo",5.25
"unconstrained","4_years",140,"additive","om",12.25
"unconstrained","4_years",140,"additive","oc",10.25
"unconstrained","4_years",140,"additive","mo",9.25
"unconstrained","4_years",140,"additive","mm",13.5
"unconstrained","4_years",140,"additive","mc",11.75
"unconstrained","4_years",140,"additive","co",10.25
"unconstrained","4_years",140,"additive","cm",13.25
"unconstrained","4_years",140,"additive","cc",10.5
"unconstrained","4_years",143,"additive","oo",0
"unconstrained","4_years",143,"additive","om",6.25
"unconstrained","4_years",143,"additive","oc",9.75
"unconstrained","4_years",143,"additive","mo",7
"unconstrained","4_years",143,"additive","mm",9.75
"unconstrained","4_years",143,"additive","mc",9.5
"unconstrained","4_years",143,"additive","co",11
"unconstrained","4_years",143,"additive","cm",8.5
"unconstrained","4_years",143,"additive","cc",10
"unconstrained","4_years",145,"additive","oo",0.5
"unconstrained","4_years",145,"additive","om",0.5
"unconstrained","4_years",145,"additive","oc",20
"unconstrained","4_years",145,"additive","mo",0.5
"unconstrained","4_years",145,"additive","mm",18
"unconstrained","4_years",145,"additive","mc",13.5
"unconstrained","4_years",145,"additive","co",20
"unconstrained","4_years",145,"additive","cm",13.75
"unconstrained","4_years",145,"additive","cc",20
"unconstrained","4_years",150,"additive","oo",0
"unconstrained","4_years",150,"additive","om",0.25
"unconstrained","4_years",150,"additive","oc",4.75
"unconstrained","4_years",150,"additive","mo",0.5
"unconstrained","4_years",150,"additive","mm",20
"unconstrained","4_years",150,"additive","mc",11.5
"unconstrained","4_years",150,"additive","co",20
"unconstrained","4_years",150,"additive","cm",20
"unconstrained","4_years",150,"additive","cc",20
"unconstrained","4_years",169,"additive","oo",0
"unconstrained","4_years",169,"additive","om",0
"unconstrained","4_years",169,"additive","oc",20
"unconstrained","4_years",169,"additive","mo",0
"unconstrained","4_years",169,"additive","mm",10
"unconstrained","4_years",169,"additive","mc",20
"unconstrained","4_years",169,"additive","co",20
"unconstrained","4_years",169,"additive","cm",20
"unconstrained","4_years",169,"additive","cc",20
"unconstrained","4_years",172,"additive","oo",0
"unconstrained","4_years",172,"additive","om",3.5
"unconstrained","4_years",172,"additive","oc",20
"unconstrained","4_years",172,"additive","mo",3.5
"unconstrained","4_years",172,"additive","mm",20
"unconstrained","4_years",172,"additive","mc",20
"unconstrained","4_years",172,"additive","co",20
"unconstrained","4_years",172,"additive","cm",20
"unconstrained","4_years",172,"additive","cc",20
"unconstrained","4_years",175,"additive","oo",1
"unconstrained","4_years",175,"additive","om",2
"unconstrained","4_years",175,"additive","oc",20
"unconstrained","4_years",175,"additive","mo",1
"unconstrained","4_years",175,"additive","mm",19
"unconstrained","4_years",175,"additive","mc",20
"unconstrained","4_years",175,"additive","co",20
"unconstrained","4_years",175,"additive","cm",20
"unconstrained","4_years",175,"additive","cc",20
"unconstrained","4_years",178,"additive","oo",0
"unconstrained","4_years",178,"additive","om",0
"unconstrained","4_years",178,"additive","oc",20
"unconstrained","4_years",178,"additive","mo",0
"unconstrained","4_years",178,"additive","mm",20
"unconstrained","4_years",178,"additive","mc",20
"unconstrained","4_years",178,"additive","co",20
"unconstrained","4_years",178,"additive","cm",20
"unconstrained","4_years",178,"additive","cc",20
"unconstrained","4_years",190,"additive","oo",2
"unconstrained","4_years",190,"additive","om",1
"unconstrained","4_years",190,"additive","oc",16
"unconstrained","4_years",190,"additive","mo",6
"unconstrained","4_years",190,"additive","mm",10
"unconstrained","4_years",190,"additive","mc",17.5
"unconstrained","4_years",190,"additive","co",11.5
"unconstrained","4_years",190,"additive","cm",13.5
"unconstrained","4_years",190,"additive","cc",18.5
"unconstrained","4_years",200,"additive","oo",2.5
"unconstrained","4_years",200,"additive","om",3
"unconstrained","4_years",200,"additive","oc",11.5
"unconstrained","4_years",200,"additive","mo",1.5
"unconstrained","4_years",200,"additive","mm",16
"unconstrained","4_years",200,"additive","mc",17
"unconstrained","4_years",200,"additive","co",7.5
"unconstrained","4_years",200,"additive","cm",17
"unconstrained","4_years",200,"additive","cc",20
"unconstrained","4_years",203,"additive","oo",0
"unconstrained","4_years",203,"additive","om",5
"unconstrained","4_years",203,"additive","oc",20
"unconstrained","4_years",203,"additive","mo",5
"unconstrained","4_years",203,"additive","mm",19.5
"unconstrained","4_years",203,"additive","mc",19.5
"unconstrained","4_years",203,"additive","co",20
"unconstrained","4_years",203,"additive","cm",19.5
"unconstrained","4_years",203,"additive","cc",20
"unconstrained","4_years",209,"additive","oo",0
"unconstrained","4_years",209,"additive","om",10
"unconstrained","4_years",209,"additive","oc",14
"unconstrained","4_years",209,"additive","mo",5
"unconstrained","4_years",209,"additive","mm",20
"unconstrained","4_years",209,"additive","mc",20
"unconstrained","4_years",209,"additive","co",10
"unconstrained","4_years",209,"additive","cm",20
"unconstrained","4_years",209,"additive","cc",20
"unconstrained","6_years",98,"additive","oo",1.25
"unconstrained","6_years",98,"additive","om",1
"unconstrained","6_years",98,"additive","oc",13.25
"unconstrained","6_years",98,"additive","mo",5.75
"unconstrained","6_years",98,"additive","mm",20
"unconstrained","6_years",98,"additive","mc",16.5
"unconstrained","6_years",98,"additive","co",20
"unconstrained","6_years",98,"additive","cm",20
"unconstrained","6_years",98,"additive","cc",20
"unconstrained","6_years",101,"additive","oo",0.5
"unconstrained","6_years",101,"additive","om",0.25
"unconstrained","6_years",101,"additive","oc",11.75
"unconstrained","6_years",101,"additive","mo",8.25
"unconstrained","6_years",101,"additive","mm",15.5
"unconstrained","6_years",101,"additive","mc",12.75
"unconstrained","6_years",101,"additive","co",20
"unconstrained","6_years",101,"additive","cm",20
"unconstrained","6_years",101,"additive","cc",20
"unconstrained","6_years",106,"additive","oo",0
"unconstrained","6_years",106,"additive","om",1.25
"unconstrained","6_years",106,"additive","oc",20
